  -0.541562620E-05  -0.275179994E-05  -0.677231527E-05  -0.133061607E-04  -0.121845790E-04   0.482155602E-05   0.242668158E-04
  -0.541731336E-05  -0.278850710E-05  -0.659700773E-05  -0.128287729E-04  -0.116411227E-04   0.499215656E-05   0.237707115E-04
  -0.542560913E-05  -0.282580697E-05  -0.641091345E-05  -0.123318505E-04  -0.110821616E-04   0.515993049E-05   0.232572746E-04
  -0.544064349E-05  -0.286364496E-05  -0.621397370E-05  -0.118155323E-04  -0.105080751E-04   0.532457660E-05   0.227269588E-04
  -0.546253275E-05  -0.290196390E-05  -0.600614352E-05  -0.112799846E-04  -0.991927162E-05   0.548578722E-05   0.221802348E-04
  -0.549137947E-05  -0.294070405E-05  -0.578739179E-05  -0.107254018E-04  -0.931618872E-05   0.564324922E-05   0.216175900E-04
  -0.552727252E-05  -0.297980319E-05  -0.555770119E-05  -0.101520057E-04  -0.869929225E-05   0.579664519E-05   0.210395277E-04
  -0.557028711E-05  -0.301919673E-05  -0.531706821E-05  -0.956004550E-05  -0.806907567E-05   0.594565475E-05   0.204465668E-04
  -0.562048498E-05  -0.305881779E-05  -0.506550305E-05  -0.894979728E-05  -0.742605906E-05   0.608995602E-05   0.198392413E-04
  -0.567791460E-05  -0.309859733E-05  -0.480302947E-05  -0.832156337E-05  -0.677078805E-05   0.622922725E-05   0.192181002E-04
  -0.574261181E-05  -0.313846457E-05  -0.452968308E-05  -0.767566805E-05  -0.610382871E-05   0.636314927E-05   0.185837032E-04
  -0.581459820E-05  -0.317834597E-05  -0.424551904E-05  -0.701247547E-05  -0.542578535E-05   0.649140353E-05   0.179366389E-04
  -0.589388516E-05  -0.321816761E-05  -0.395059659E-05  -0.633235308E-05  -0.473726223E-05   0.661368124E-05   0.172774891E-04
  -0.598047077E-05  -0.325785331E-05  -0.364499333E-05  -0.563570476E-05  -0.403889703E-05   0.672967830E-05   0.166068623E-04
  -0.607434131E-05  -0.329732557E-05  -0.332879960E-05  -0.492295738E-05  -0.333134611E-05   0.683910003E-05   0.159253804E-04
  -0.617547380E-05  -0.333650654E-05  -0.300211174E-05  -0.419454545E-05  -0.261526874E-05   0.694166488E-05   0.152336653E-04
  -0.628383121E-05  -0.337531620E-05  -0.266504862E-05  -0.345094780E-05  -0.189136254E-05   0.703710087E-05   0.145323736E-04
  -0.639936827E-05  -0.341367465E-05  -0.231773365E-05  -0.269264710E-05  -0.116032276E-05   0.712515308E-05   0.138221591E-04
  -0.652202901E-05  -0.345150120E-05  -0.196030380E-05  -0.192014970E-05  -0.422860988E-06   0.720558233E-05   0.131036913E-04
  -0.665174771E-05  -0.348871476E-05  -0.159290750E-05  -0.113398057E-05   0.320300505E-06   0.727816730E-05   0.123776516E-04
  -0.678844917E-05  -0.352523400E-05  -0.121570439E-05  -0.334682546E-06   0.106843036E-05   0.734270603E-05   0.116447321E-04
  -0.693204908E-05  -0.356097752E-05  -0.828865150E-06   0.477184384E-06   0.182078958E-05   0.739901716E-05   0.109056355E-04
  -0.708245421E-05  -0.359586399E-05  -0.432571335E-06   0.130104380E-05   0.257663304E-05   0.744694114E-05   0.101610737E-04
  -0.723956275E-05  -0.362981228E-05  -0.270151761E-07   0.213630353E-05   0.333521086E-05   0.748634123E-05   0.941176762E-05
